date,BC_A_J,BC_A_S,BC_B_J,BC_B_S,BC_C_J,BC_C_S,BC_D_J,BC_E_J,BC_E_S,CB_A_J,CB_A_S,CB_D_J,CB_E_J,CB_F_J,CR_A_J,CR_B_J,CR_C_J,CR_D_J,CR_D_S,CR_E_J,CR_E_S,RD_A_J,RD_A_S,RD_C_S,RD_D_J,RD_D_S,RD_E_J,RD_E_S,RD_F_J,TG_A_J,TG_A_S,TG_B_J,TG_B_S,TG_C_J,TG_C_S,TG_D_J,TG_D_S,TG_E_J,TG_E_S
2022-08-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2796.0,0.0,0.0,0.0,0.0,0.0,0.0,2125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8790.0,6260.0,6415.0,5755.0,9115.0,6040.0,0.0,6718.0,7193.0,5741.0
2022-08-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2803.0,0.0,0.0,0.0,0.0,0.0,0.0,2192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8049.0,6155.0,7891.0,5803.0,8542.0,5675.0,6740.0,6310.0,8011.0,5275.0
2022-08-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5986.0,8629.0,5693.0,8293.0,6023.0,3267.0,5454.0,7645.0,4549.0
2022-08-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9846.0,6199.0,7464.0,6214.0,7295.0,6125.0,4738.0,7346.0,0.0,4846.0
2022-08-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2812.0,0.0,0.0,0.0,0.0,0.0,0.0,2475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8223.0,6814.0,7183.0,5896.0,6873.0,5855.0,4772.0,7353.0,5550.0,5599.0
2022-08-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2783.0,0.0,0.0,0.0,0.0,0.0,0.0,2569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7167.0,6557.0,7257.0,5361.0,5576.0,6436.0,5809.0,6867.0,0.0,5031.0
2022-08-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2784.0,0.0,0.0,0.0,0.0,0.0,0.0,2565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9206.0,6161.0,6815.0,6450.0,6381.0,5613.0,3500.0,5578.0,0.0,4912.0
2022-08-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2796.0,0.0,0.0,0.0,0.0,0.0,0.0,2568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7461.0,5432.0,6932.0,4427.0,7715.0,5467.0,3528.0,5153.0,4360.0,4988.0
2022-08-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6902.0,6327.0,7020.0,5643.0,7409.0,4989.0,0.0,5255.0,4200.0,4927.0
2022-08-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3078.0,0.0,0.0,0.0,0.0,0.0,0.0,2575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7638.0,6034.0,7108.0,5091.0,9407.0,6022.0,3957.0,6331.0,5690.0,5377.0
2022-08-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3171.0,0.0,0.0,0.0,0.0,0.0,0.0,2567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7288.0,5375.0,7413.0,5518.0,9455.0,6215.0,4636.0,5679.0,5912.0,4911.0
2022-08-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3195.0,0.0,0.0,0.0,0.0,0.0,0.0,2564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6950.0,5079.0,7340.0,5268.0,6121.0,6180.0,4000.0,5067.0,5365.0,4435.0
2022-08-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3161.0,0.0,0.0,0.0,0.0,0.0,0.0,2574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7328.0,5287.0,7132.0,5368.0,7523.0,6052.0,4422.0,6561.0,5344.0,5303.0
2022-08-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3085.0,0.0,0.0,0.0,0.0,0.0,0.0,2569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7494.0,6032.0,7369.0,4907.0,7394.0,6348.0,4718.0,7241.0,6184.0,5401.0
2022-08-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5950.0,6631.0,5363.0,7314.0,5600.0,4065.0,6227.0,6237.0,4834.0
2022-08-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3067.0,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7415.0,5584.0,7377.0,5191.0,6857.0,6079.0,3616.0,5729.0,4910.0,4886.0
2022-08-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3148.0,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6609.0,5788.0,7169.0,6106.0,7414.0,6427.0,3625.0,5310.0,5378.0,5127.0
2022-08-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6950.0,6198.0,6318.0,5433.0,6403.0,5982.0,2882.0,6032.0,0.0,5069.0
2022-09-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6420.0,5457.0,6813.0,5303.0,4200.0,5545.0,4504.0,6580.0,0.0,4728.0
2022-09-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3079.0,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5881.0,6595.0,7259.0,5515.0,7882.0,5266.0,4900.0,5927.0,0.0,4946.0
2022-09-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,6950.0,7182.0,6751.0,8824.0,6000.0,0.0,5976.0,5200.0,4469.0
2022-09-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3125.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7583.0,6615.0,7521.0,5972.0,6297.0,5999.0,0.0,6343.0,0.0,5344.0
2022-09-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3116.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5714.0,4385.0,5319.0,5030.0,6282.0,5434.0,3030.0,6050.0,3918.0,5073.0
2022-09-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6456.0,4545.0,6702.0,4810.0,4100.0,5095.0,3429.0,6418.0,5156.0,4472.0
2022-09-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3138.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6493.0,6226.0,7527.0,5788.0,7917.0,4752.0,2000.0,6699.0,7000.0,4071.0
2022-09-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,6068.0,4928.0,4420.0,6403.0,4532.0,3246.0,4713.0,0.0,4302.0
2022-09-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3438.0,0.0,0.0,0.0,0.0,0.0,0.0,3233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6710.0,5414.0,7035.0,4991.0,4720.0,5343.0,0.0,6121.0,3600.0,5110.0
2022-09-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3415.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,5953.0,7393.0,4747.0,7076.0,5722.0,2800.0,5238.0,5890.0,4693.0
2022-09-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6884.0,5158.0,6289.0,5719.0,5283.0,5763.0,2995.0,6389.0,0.0,5519.0
2022-09-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3451.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6439.0,5754.0,5521.0,5006.0,5919.0,5481.0,3848.0,5990.0,0.0,4916.0
2022-09-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4995.0,7286.0,4654.0,0.0,0.0,3625.0,6024.0,6000.0,5113.0
2022-09-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3576.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8314.0,4404.0,7249.0,4319.0,6454.0,5007.0,3496.0,5435.0,0.0,4763.0
2022-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3705.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7188.0,5694.0,7304.0,4978.0,6433.0,4975.0,3320.0,5442.0,5800.0,4622.0
2022-09-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3623.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8261.0,5981.0,7919.0,4833.0,6113.0,5812.0,3429.0,4870.0,4094.0,4492.0
2022-09-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7682.0,5397.0,7195.0,4291.0,3553.0,5085.0,3622.0,5124.0,3706.0,3964.0
2022-09-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8326.0,5668.0,7914.0,3824.0,6561.0,4638.0,3300.0,5780.0,0.0,4328.0
2022-09-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5432.0,8558.0,3208.0,4474.0,3860.0,3890.0,4528.0,0.0,3686.0
2022-09-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4597.0,5072.0,5480.0,3994.0,3874.0,3889.0,3017.0,4133.0,0.0,3981.0
2022-09-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7466.0,5251.0,5248.0,3781.0,7131.0,4099.0,10000.0,5492.0,4733.0,4046.0
2022-09-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7367.0,4893.0,4669.0,3681.0,6531.0,4142.0,3750.0,3904.0,0.0,4147.0
2022-09-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3760.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8172.0,4025.0,5287.0,3777.0,5211.0,4480.0,3783.0,4232.0,0.0,3995.0
2022-09-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4203.0,4712.0,4767.0,4375.0,4231.0,3318.0,2730.0,2949.0,7145.0,2911.0
2022-10-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5215.0,4114.0,1826.0,2914.0,3503.0,2500.0,4867.0,4151.0,1244.0,2473.0
2022-10-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454.0,3386.0,2886.0,2896.0,2021.0,3067.0,2188.0,2930.0,1041.0,2342.0
2022-10-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3751.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2858.0,3120.0,2652.0,2485.0,1712.0,2543.0,1756.0,2272.0,1319.0,2141.0
2022-10-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3768.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1790.0,3211.0,1865.0,2332.0,1086.0,2281.0,1924.0,2698.0,945.0,1778.0
2022-10-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3810.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1858.0,2957.0,2260.0,2151.0,1496.0,2288.0,1941.0,2915.0,1000.0,2050.0
2022-10-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3766.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031.0,3500.0,2546.0,2107.0,2393.0,2711.0,1809.0,2798.0,2990.0,2350.0
2022-10-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,3057.0,1529.0,2286.0,2419.0,2235.0,1794.0,2645.0,1838.0,2285.0
2022-10-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.0,2183.0,1926.0,2220.0,2507.0,2553.0,2394.0,3041.0,2545.0,2374.0
2022-10-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3786.0,0.0,0.0,0.0,0.0,0.0,0.0,3928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2918.0,2931.0,3326.0,2318.0,3500.0,2845.0,3957.0,3124.0,5399.0,2534.0
2022-10-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3763.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916.0,3216.0,2697.0,2472.0,2048.0,2857.0,2000.0,2490.0,2272.0,2393.0
2022-10-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3882.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2215.0,3076.0,2603.0,2415.0,2706.0,2720.0,3279.0,2134.0,2179.0,2467.0
2022-10-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3726.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2389.0,2896.0,2141.0,2275.0,2440.0,2349.0,2127.0,2023.0,1487.0,2094.0
2022-10-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1766.0,2647.0,1654.0,1982.0,2266.0,1966.0,1631.0,2040.0,1553.0,1175.0
2022-10-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3757.0,0.0,0.0,0.0,0.0,0.0,0.0,5715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1643.0,2028.0,1491.0,1727.0,1825.0,2002.0,2191.0,1886.0,2236.0,1604.0
2022-10-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3812.0,0.0,0.0,0.0,0.0,0.0,0.0,3667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,1871.0,1568.0,2159.0,1600.0,1590.0,2515.0,1700.0,2239.0,1464.0
2022-10-19 00:00:00,2271.0,0.0,0.0,0.0,0.0,0.0,0.0,1625.0,0.0,0.0,0.0,0.0,0.0,0.0,3814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,1807.0,1279.0,2257.0,1627.0,1676.0,2133.0,1670.0,1505.0,1021.0
2022-10-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,3667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.0,1676.0,1236.0,1374.0,1857.0,1878.0,1092.0,1361.0,1236.0,1142.0
2022-10-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3773.0,0.0,0.0,0.0,0.0,0.0,0.0,3667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491.0,1846.0,1091.0,1414.0,2028.0,1942.0,1122.0,1326.0,1896.0,1323.0
2022-10-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1683.0,2274.0,1374.0,1451.0,1903.0,1776.0,1768.0,1423.0,1824.0,1497.0
2022-10-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-24 00:00:00,4938.0,0.0,0.0,0.0,0.0,0.0,0.0,5750.0,0.0,0.0,0.0,0.0,0.0,0.0,3762.0,0.0,0.0,0.0,0.0,0.0,0.0,3814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1371.0,1982.0,1401.0,2007.0,1930.0,1476.0,1616.0,1392.0,1874.0,1234.0
2022-10-25 00:00:00,4938.0,0.0,2625.0,0.0,0.0,0.0,0.0,5562.0,0.0,0.0,0.0,0.0,0.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,3222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.0,1956.0,1243.0,1530.0,1454.0,1506.0,1351.0,1305.0,1523.0,1094.0
